feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7
,2.182309165008903,-0.8972790424656367,,,,,
,,,,,,,
,,1.0776196170941459,,,,,
,,,,,,,1.82660725435633
,,,,,,,0.4898276870559021
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,3.3650985049807116
-0.6837554784141386,,,-1.0410654459744546,,,,
,,,,,,,
,,,,,,,
,,,,-1.448013900416244,,,
,0.7083564472993533,,,,,,
,,,,,,,
,,,,,,0.5697672802322039,
,,,,,,,
-0.04015795064434341,,,,,,,
,,,,,,,
,,,0.8773622905756714,,,,
,,,,,,,
,0.9246336829127688,,,,,,
,,,,,,,
,,-0.32034730819432017,,,,,
,,,,,,,
,,,,-1.2257656630023412,,,
,,,-0.03850846950070721,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,-1.2829922241885696,,,,,,
,,,,0.38193545223155334,,,0.23878915902651351
,,,,,,,
,,,,,,,-0.13958962815517376
,,,-1.0534155631736561,,,,
,0.49568188797260465,0.15041890514357642,,2.403415585238275,,,
,,,,,,,
,,,,,,-0.24415663529064868,
,,0.597400069849858,,,,-0.15005558703252672,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,-0.28067507686677406
,-0.09833962679474989,,,,,,
,,,-0.2246331499970246,,,,
,,,,,,,
,,,,,0.04059169120388238,,
,,,,,,,
,,,,,,,
,-0.12982069973342616,,,,,,
,,,,,,,
,,,,-0.6492775450660071,,,
,,,,,0.37405656984757213,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,-1.331232953557778,,
,,,,-0.006070911539893324,,,
,,,,,,,-0.7557451594928447
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.1704162223754877,,,,
,,,,,,,
0.541462728204788,,,,,,,
,,,,1.1965715016644913,,,
,,,,,,,
,,,,,,,
,,,,,-0.7534178703461835,,
,,,0.1846803058649084,,,1.2004139079444254,
,,,0.7189533106650667,,-0.7567950885694608,,
,-0.25083301645504735,1.328194141849058,,,,,
,,,,,1.0725073373098022,,
,,,,,-0.27681329988892067,,
,,,,,,,
,,,,,,,
,,,,0.24075317948856828,,,
,,1.2897527540827456,,-0.13845598398377382,,-0.20902325728602528,
,,1.6699045043514062,,,,,
,,,,,,,
,,,,,,,-1.7608088119807759
,1.262584103427182,,,,0.18455130319703697,,
,,,,,,,
,,,,,,,
,,,,,,,
,0.5820977034686158,,-0.9594392367234797,,,1.884586305934609,
,,,,,,,
,,,,,,,
-0.6022120603617805,,,,0.7660802783846903,,,
,-0.82688035403986,,,,,,
,,,,,,,0.5159392177040995
,-0.5290526773462948,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
